Feature Id	Aliases	Genome	Type	Function
CTHE_RS13605	CTHE_RS13605, Cthe_2607, WP_003515457.1	ATCC27405 (43218/3/1)	gene	ATP synthase subunit gamma
CTHE_RS13610	CTHE_RS13610, Cthe_2608, WP_003515456.1, atpD	ATCC27405 (43218/3/1)	gene	ATP synthase subunit beta
CTHE_RS13615	CTHE_RS13615, Cthe_2609, WP_003512956.1, atpC	ATCC27405 (43218/3/1)	gene	ATP synthase epsilon chain
CTHE_RS13620	CTHE_RS13620, Cthe_2610, WP_003512954.1	ATCC27405 (43218/3/1)	gene	DUF2325 domain-containing protein
CTHE_RS01365	CTHE_RS01365, Cthe_0262, WP_003512405.1	ATCC27405 (43218/3/1)	gene	gamma-glutamyl-phosphate reductase
CTHE_RS13625	CTHE_RS13625, Cthe_2611, WP_003512952.1	ATCC27405 (43218/3/1)	gene	ferrous iron transporter A
CTHE_RS13630	CTHE_RS13630, Cthe_2612, WP_020457877.1	ATCC27405 (43218/3/1)	gene	ferrous iron transporter A
CTHE_RS13635	CTHE_RS13635, Cthe_2613, WP_003512947.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13640	CTHE_RS13640, Cthe_2614, WP_003512946.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13645	CTHE_RS13645, Cthe_2615, WP_003512944.1, murA	ATCC27405 (43218/3/1)	gene	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CTHE_RS13650	CTHE_RS13650, Cthe_2616, WP_003512941.1, spoIID	ATCC27405 (43218/3/1)	gene	stage II sporulation protein D
CTHE_RS13655	CTHE_RS13655, Cthe_2617, WP_003512939.1	ATCC27405 (43218/3/1)	gene	peptidase M23
CTHE_RS13660	CTHE_RS13660, Cthe_2618, WP_003512937.1, spoIIID	ATCC27405 (43218/3/1)	gene	sporulation transcriptional regulator SpoIIID
CTHE_RS13665	CTHE_RS13665, Cthe_2619, WP_003515449.1	ATCC27405 (43218/3/1)	gene	rod shape-determining protein
CTHE_RS13670	CTHE_RS13670, Cthe_2620, WP_020457878.1	ATCC27405 (43218/3/1)	gene	flagellar basal body rod protein FlgG
CTHE_RS01370	CTHE_RS01370, Cthe_0263, WP_003512407.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13675	CTHE_RS13675, Cthe_2621, WP_003512930.1, flgG	ATCC27405 (43218/3/1)	gene	flagellar basal-body rod protein FlgG
CTHE_RS13680	CTHE_RS13680, Cthe_2622, WP_003512928.1	ATCC27405 (43218/3/1)	gene	flagellar protein FlgJ
CTHE_RS13685	CTHE_RS13685, Cthe_2623, WP_003512926.1	ATCC27405 (43218/3/1)	gene	exopolysaccharide biosynthesis protein
CTHE_RS17300	CTHE_RS17300, WP_080514926.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13690	CTHE_RS13690, WP_003512924.1	ATCC27405 (43218/3/1)	gene	ABC transporter ATP-binding protein
CTHE_RS13695	CTHE_RS13695, Cthe_2625, WP_003512922.1, fabZ	ATCC27405 (43218/3/1)	gene	beta-hydroxyacyl-ACP dehydratase
CTHE_RS13700	CTHE_RS13700, Cthe_2626, WP_003512921.1	ATCC27405 (43218/3/1)	gene	UDP-N-acetylmuramate--L-alanine ligase
CTHE_RS13705	CTHE_RS13705, Cthe_2627, WP_003512919.1	ATCC27405 (43218/3/1)	gene	pur operon repressor
CTHE_RS13710	CTHE_RS13710, Cthe_2628, WP_003512917.1	ATCC27405 (43218/3/1)	gene	septation protein SpoVG
CTHE_RS13715	CTHE_RS13715, Cthe_2629, WP_003512915.1, glmU	ATCC27405 (43218/3/1)	gene	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
CTHE_RS00135	CTHE_RS00135, WP_003518947.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS01375	CTHE_RS01375, Cthe_0264, WP_003512409.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13720	2.7.6.1, CTHE_RS13720, Cthe_2630, WP_020457880.1	ATCC27405 (43218/3/1)	gene	ribose-phosphate pyrophosphokinase
CTHE_RS13725	CTHE_RS13725, Cthe_2631, WP_003512912.1	ATCC27405 (43218/3/1)	gene	aminoacyl-tRNA hydrolase
CTHE_RS13730	CTHE_RS13730, Cthe_2632, WP_020457882.1, mfd	ATCC27405 (43218/3/1)	gene	transcription-repair coupling factor
CTHE_RS13735	CTHE_RS13735, Cthe_2633, WP_003512910.1	ATCC27405 (43218/3/1)	gene	peptidyl-prolyl cis-trans isomerase
CTHE_RS17305	CTHE_RS17305, WP_003515442.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13740	CTHE_RS13740, Cthe_2634, WP_003515441.1	ATCC27405 (43218/3/1)	gene	AraC family transcriptional regulator
CTHE_RS13745	CTHE_RS13745, Cthe_2635, WP_003515440.1	ATCC27405 (43218/3/1)	gene	pyridoxamine 5'-phosphate oxidase family protein
CTHE_RS13750	CTHE_RS13750, Cthe_2636, WP_003512907.1, mviN	ATCC27405 (43218/3/1)	gene	murein biosynthesis integral membrane protein MurJ
CTHE_RS13755	CTHE_RS13755, Cthe_2637, WP_003515439.1	ATCC27405 (43218/3/1)	gene	glycosyltransferase family 1 protein
CTHE_RS13760	CTHE_RS13760, Cthe_2638, WP_003512905.1	ATCC27405 (43218/3/1)	gene	polymerase
CTHE_RS01380	CTHE_RS01380, Cthe_0265, WP_003512411.1	ATCC27405 (43218/3/1)	gene	aminotransferase class V-fold PLP-dependent enzyme
CTHE_RS13765	CTHE_RS13765, Cthe_2639, WP_003512903.1	ATCC27405 (43218/3/1)	gene	acylneuraminate cytidylyltransferase family protein
CTHE_RS13770	CTHE_RS13770, Cthe_2640, WP_003512900.1, neuC	ATCC27405 (43218/3/1)	gene	UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)
CTHE_RS13775	CTHE_RS13775, Cthe_2641, WP_003512898.1, neuB	ATCC27405 (43218/3/1)	gene	N-acetylneuraminate synthase
CTHE_RS13780	CTHE_RS13780, Cthe_2642, WP_003512896.1	ATCC27405 (43218/3/1)	gene	serine acetyltransferase
CTHE_RS13785	CTHE_RS13785, Cthe_2643, WP_003512894.1	ATCC27405 (43218/3/1)	gene	nucleotidyltransferase
CTHE_RS13790	CTHE_RS13790, Cthe_2644, WP_003512892.1	ATCC27405 (43218/3/1)	gene	aminotransferase DegT
CTHE_RS13795	CTHE_RS13795, Cthe_2645, WP_003512890.1	ATCC27405 (43218/3/1)	gene	NAD-dependent dehydratase
CTHE_RS13800	CTHE_RS13800, Cthe_2646, WP_041734386.1	ATCC27405 (43218/3/1)	gene	capsular biosynthesis protein
CTHE_RS13805	CTHE_RS13805, Cthe_2647, WP_003512886.1	ATCC27405 (43218/3/1)	gene	ATP-grasp domain-containing protein
CTHE_RS13810	CTHE_RS13810, Cthe_2648, WP_003512884.1	ATCC27405 (43218/3/1)	gene	sugar transferase
CTHE_RS01385	CTHE_RS01385, Cthe_0266, WP_003512414.1	ATCC27405 (43218/3/1)	gene	chemotaxis protein
CTHE_RS13815	CTHE_RS13815, Cthe_2649, WP_003512882.1	ATCC27405 (43218/3/1)	gene	aldolase
CTHE_RS13820	CTHE_RS13820, Cthe_2650, WP_003512880.1	ATCC27405 (43218/3/1)	gene	polysaccharide biosynthesis protein
CTHE_RS13825	CTHE_RS13825, Cthe_2651, WP_003512879.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13830	CTHE_RS13830, Cthe_2652, WP_003512877.1	ATCC27405 (43218/3/1)	gene	LPS biosynthesis protein
CTHE_RS13835	CTHE_RS13835, Cthe_2653, WP_003512875.1	ATCC27405 (43218/3/1)	gene	capsular polysaccharide biosynthesis protein
CTHE_RS13840	CTHE_RS13840, Cthe_2654, WP_003512873.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13845	CTHE_RS13845, Cthe_2655, WP_003512871.1, spoVT	ATCC27405 (43218/3/1)	gene	stage V sporulation protein T
CTHE_RS13850	CTHE_RS13850, Cthe_2656, WP_003512869.1	ATCC27405 (43218/3/1)	gene	nucleoside triphosphate pyrophosphohydrolase
CTHE_RS13855	CTHE_RS13855, Cthe_2657, WP_003512867.1	ATCC27405 (43218/3/1)	gene	HU family DNA-binding protein
CTHE_RS13860	CTHE_RS13860, Cthe_2658, WP_003512864.1	ATCC27405 (43218/3/1)	gene	RNA-binding S4 domain-containing protein
CTHE_RS01390	CTHE_RS01390, Cthe_0267, WP_003512416.1	ATCC27405 (43218/3/1)	gene	type 3a, cellulose-binding protein
CTHE_RS13865	CTHE_RS13865, Cthe_2659, WP_003512863.1, yabP	ATCC27405 (43218/3/1)	gene	sporulation protein YabP
CTHE_RS13870	CTHE_RS13870, Cthe_2660, WP_003512862.1, yabQ	ATCC27405 (43218/3/1)	gene	spore cortex biosynthesis protein YabQ
CTHE_RS13875	CTHE_RS13875, Cthe_2661, WP_003512861.1	ATCC27405 (43218/3/1)	gene	septation inhibitor protein
CTHE_RS13880	CTHE_RS13880, Cthe_2662, WP_003512860.1	ATCC27405 (43218/3/1)	gene	RNA-binding protein S1
CTHE_RS13895	CTHE_RS13895, Cthe_2663, WP_020457886.1	ATCC27405 (43218/3/1)	gene	methyl-accepting chemotaxis protein
CTHE_RS13900	CTHE_RS13900, Cthe_2664, WP_041734545.1	ATCC27405 (43218/3/1)	gene	2-octaprenylphenol hydroxylase
CTHE_RS13905	CTHE_RS13905, Cthe_2665, WP_003512848.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13910	CTHE_RS13910, Cthe_2666, WP_020457888.1	ATCC27405 (43218/3/1)	gene	calcium-translocating P-type ATPase, PMCA-type
CTHE_RS13915	CTHE_RS13915, Cthe_2667, WP_003512844.1	ATCC27405 (43218/3/1)	gene	TetR family transcriptional regulator
CTHE_RS13920	CTHE_RS13920, Cthe_2668, WP_003515426.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS01395	CTHE_RS01395, Cthe_0268, WP_003512418.1, sigI	ATCC27405 (43218/3/1)	gene	RNA polymerase sigma factor
CTHE_RS13925	CTHE_RS13925, Cthe_2669, WP_003515425.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13930	CTHE_RS13930, Cthe_2670, WP_003515424.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13935	CTHE_RS13935, Cthe_2671, WP_020457891.1	ATCC27405 (43218/3/1)	gene	IS256 family transposase
CTHE_RS13940	CTHE_RS13940, Cthe_2672, WP_020457892.1	ATCC27405 (43218/3/1)	gene	IS256 family transposase
CTHE_RS13950	CTHE_RS13950, WP_095206557.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13955	CTHE_RS13955, Cthe_2674, WP_020457893.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13960	CTHE_RS13960, Cthe_2675, WP_003515409.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13965	CTHE_RS13965, Cthe_2676, WP_003512832.1	ATCC27405 (43218/3/1)	gene	TraB/GumN family protein
CTHE_RS01400	CTHE_RS01400, Cthe_0269, WP_003512420.1	ATCC27405 (43218/3/1)	gene	endoglucanase
CTHE_RS13975	CTHE_RS13975, Cthe_2678, WP_020457894.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13980	CTHE_RS13980, Cthe_2679, WP_003512826.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS13985	CTHE_RS13985, Cthe_2680, WP_003512816.1	ATCC27405 (43218/3/1)	gene	tetratricopeptide repeat protein
CTHE_RS14005	CTHE_RS14005, Cthe_2681, WP_003512814.1, spoIIE	ATCC27405 (43218/3/1)	gene	stage II sporulation protein E
CTHE_RS14010	CTHE_RS14010, Cthe_2682, WP_003512813.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14015	CTHE_RS14015, Cthe_2683, WP_003512811.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14025	CTHE_RS14025, Cthe_2684, WP_003512809.1	ATCC27405 (43218/3/1)	gene	PilZ domain-containing protein
CTHE_RS14030	CTHE_RS14030, Cthe_2685, WP_003512807.1	ATCC27405 (43218/3/1)	gene	tRNA dihydrouridine synthase DusB
CTHE_RS14035	CTHE_RS14035, Cthe_2686, WP_003512805.1	ATCC27405 (43218/3/1)	gene	pilus assembly protein PilM
CTHE_RS14040	CTHE_RS14040, Cthe_2687, WP_003512804.1	ATCC27405 (43218/3/1)	gene	acyl-CoA thioesterase
CTHE_RS01405	CTHE_RS01405, Cthe_0270, WP_003518171.1	ATCC27405 (43218/3/1)	gene	glycoside hydrolase
CTHE_RS14045	CTHE_RS14045, Cthe_2688, WP_003512803.1, spoVB	ATCC27405 (43218/3/1)	gene	stage V sporulation protein B
CTHE_RS14050	CTHE_RS14050, Cthe_2689, WP_003512801.1	ATCC27405 (43218/3/1)	gene	PLP-dependent aminotransferase family protein
CTHE_RS14055	CTHE_RS14055, Cthe_2690, WP_003515390.1	ATCC27405 (43218/3/1)	gene	decaprenyl-phosphate phosphoribosyltransferase
CTHE_RS14060	CTHE_RS14060, Cthe_2691, WP_003512799.1	ATCC27405 (43218/3/1)	gene	acyltransferase
CTHE_RS14065	CTHE_RS14065, Cthe_2692, WP_003512797.1	ATCC27405 (43218/3/1)	gene	glycosyltransferase family 1 protein
CTHE_RS14070	CTHE_RS14070, Cthe_2693, WP_003512794.1	ATCC27405 (43218/3/1)	gene	DUF4330 domain-containing protein
CTHE_RS14075	CTHE_RS14075, Cthe_2694, WP_003512791.1	ATCC27405 (43218/3/1)	gene	polymerase
CTHE_RS14080	CTHE_RS14080, Cthe_2695, WP_003515387.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14085	CTHE_RS14085, Cthe_2696, WP_003512787.1	ATCC27405 (43218/3/1)	gene	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
CTHE_RS14090	CTHE_RS14090, Cthe_2697, WP_037294780.1, alr	ATCC27405 (43218/3/1)	gene	alanine racemase
CTHE_RS01410	CTHE_RS01410, Cthe_0271, WP_003512422.1	ATCC27405 (43218/3/1)	gene	type 3a, cellulose-binding protein
CTHE_RS14100	CTHE_RS14100, Cthe_2699, WP_003512781.1	ATCC27405 (43218/3/1)	gene	type II toxin-antitoxin system PemK/MazF family toxin
CTHE_RS14105	CTHE_RS14105, Cthe_2700, WP_003512779.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14110	CTHE_RS14110, Cthe_2701, WP_003512777.1	ATCC27405 (43218/3/1)	gene	glycosyltransferase
CTHE_RS14115	CTHE_RS14115, Cthe_2702, WP_003515381.1, csaB	ATCC27405 (43218/3/1)	gene	polysaccharide pyruvyl transferase CsaB
CTHE_RS14120	CTHE_RS14120, Cthe_2703, WP_003512772.1	ATCC27405 (43218/3/1)	gene	YitT family protein
CTHE_RS14125	CTHE_RS14125, Cthe_2704, WP_003512770.1	ATCC27405 (43218/3/1)	gene	transketolase
CTHE_RS14130	2.2.1.1, CTHE_RS14130, Cthe_2705, WP_020457897.1	ATCC27405 (43218/3/1)	gene	transketolase
CTHE_RS14135	CTHE_RS14135, Cthe_2706, WP_003515378.1	ATCC27405 (43218/3/1)	gene	ABC transporter
CTHE_RS14140	CTHE_RS14140, Cthe_2707, WP_003515376.1	ATCC27405 (43218/3/1)	gene	ABC transporter permease
CTHE_RS01415	CTHE_RS01415, Cthe_0272, WP_003518173.1	ATCC27405 (43218/3/1)	gene	D-alanyl-D-alanine carboxypeptidase
CTHE_RS14145	CTHE_RS14145, Cthe_2708, WP_003515373.1	ATCC27405 (43218/3/1)	gene	ABC transporter
CTHE_RS14150	CTHE_RS14150, Cthe_2709, WP_020457898.1	ATCC27405 (43218/3/1)	gene	DUF4340 domain-containing protein
CTHE_RS14155	CTHE_RS14155, Cthe_2710, WP_003515031.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14160	CTHE_RS14160, Cthe_2711, WP_003515029.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14165	CTHE_RS14165, Cthe_2712, WP_003515027.1	ATCC27405 (43218/3/1)	gene	colicin V production protein
CTHE_RS14170	4.2.1.9, CTHE_RS14170, Cthe_2713, WP_020457899.1, ilvD	ATCC27405 (43218/3/1)	gene	dihydroxy-acid dehydratase
CTHE_RS14175	CTHE_RS14175, Cthe_2714, WP_003515025.1, ilvB	ATCC27405 (43218/3/1)	gene	acetolactate synthase, large subunit, biosynthetic type
CTHE_RS14180	CTHE_RS14180, Cthe_2715, WP_003511744.1	ATCC27405 (43218/3/1)	gene	IS30-like element ISCth3 family transposase
CTHE_RS14185	CTHE_RS14185, Cthe_2716, WP_011837761.1	ATCC27405 (43218/3/1)	gene	IS30-like element ISCth2 family transposase
CTHE_RS14190	CTHE_RS14190, Cthe_2717, WP_003515024.1, rpmG	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L33
CTHE_RS01420	CTHE_RS01420, Cthe_0273, WP_011837790.1	ATCC27405 (43218/3/1)	gene	diguanylate cyclase
CTHE_RS14195	CTHE_RS14195, Cthe_2718, WP_003515023.1, secE	ATCC27405 (43218/3/1)	gene	preprotein translocase subunit SecE
CTHE_RS14200	CTHE_RS14200, Cthe_2719, WP_003515022.1	ATCC27405 (43218/3/1)	gene	transcription termination/antitermination protein NusG
CTHE_RS14205	CTHE_RS14205, Cthe_2720, WP_003515021.1, rplK	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L11
CTHE_RS14210	CTHE_RS14210, Cthe_2721, WP_003515020.1	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L1
CTHE_RS14215	CTHE_RS14215, Cthe_2722, WP_003515019.1	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L10
CTHE_RS14220	CTHE_RS14220, Cthe_2723, WP_003515018.1	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L7/L12
CTHE_RS14225	2.7.7.6, CTHE_RS14225, Cthe_2724, WP_020457900.1, rpoB	ATCC27405 (43218/3/1)	gene	DNA-directed RNA polymerase subunit beta
CTHE_RS14230	2.7.7.6, CTHE_RS14230, Cthe_2725, WP_020457901.1, rpoC	ATCC27405 (43218/3/1)	gene	DNA-directed RNA polymerase subunit beta'
CTHE_RS14235	CTHE_RS14235, Cthe_2726, WP_003514302.1	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L7ae-like protein
CTHE_RS14240	CTHE_RS14240, Cthe_2727, WP_003514304.1	ATCC27405 (43218/3/1)	gene	30S ribosomal protein S12
CTHE_RS00140	CTHE_RS00140, WP_003518949.1	ATCC27405 (43218/3/1)	gene	chloride transporter
CTHE_RS01425	CTHE_RS01425, Cthe_0274, WP_003518175.1	ATCC27405 (43218/3/1)	gene	glycoside hydrolase
CTHE_RS14245	CTHE_RS14245, Cthe_2728, WP_003514305.1	ATCC27405 (43218/3/1)	gene	30S ribosomal protein S7
CTHE_RS14250	CTHE_RS14250, Cthe_2729, WP_003515361.1, fusA	ATCC27405 (43218/3/1)	gene	elongation factor G
CTHE_RS14255	3.6.5.3, CTHE_RS14255, Cthe_2730, WP_020457902.1, tuf	ATCC27405 (43218/3/1)	gene	elongation factor Tu
CTHE_RS14260	CTHE_RS14260, Cthe_2731, WP_003514311.1	ATCC27405 (43218/3/1)	gene	RNA polymerase subunit sigma-24
CTHE_RS14265	CTHE_RS14265, Cthe_2732, WP_003514312.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14270	CTHE_RS14270, Cthe_2733, WP_003514313.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14275	CTHE_RS14275, Cthe_2734, WP_003515357.1	ATCC27405 (43218/3/1)	gene	vanomycin resistance protein VanB
CTHE_RS14280	CTHE_RS14280, Cthe_2735, WP_003514315.1	ATCC27405 (43218/3/1)	gene	HPr family phosphocarrier protein
CTHE_RS14285	CTHE_RS14285, Cthe_2736, WP_003515355.1, ptsP	ATCC27405 (43218/3/1)	gene	phosphoenolpyruvate--protein phosphotransferase
CTHE_RS14290	CTHE_RS14290, Cthe_2737, WP_003514317.1	ATCC27405 (43218/3/1)	gene	excinuclease ABC subunit C
CTHE_RS01430	CTHE_RS01430, Cthe_0275, WP_003518177.1	ATCC27405 (43218/3/1)	gene	glycosyl transferase
CTHE_RS14295	CTHE_RS14295, Cthe_2738, WP_003514320.1	ATCC27405 (43218/3/1)	gene	ser/threonine protein phosphatase
CTHE_RS14300	CTHE_RS14300, Cthe_2739, WP_003514322.1	ATCC27405 (43218/3/1)	gene	trigger factor
CTHE_RS14305	CTHE_RS14305, Cthe_2740, WP_003514324.1, clpP	ATCC27405 (43218/3/1)	gene	ATP-dependent Clp protease proteolytic subunit
CTHE_RS14310	CTHE_RS14310, Cthe_2741, WP_003514326.1	ATCC27405 (43218/3/1)	gene	ATP-dependent Clp protease ATP-binding subunit ClpX
CTHE_RS14315	CTHE_RS14315, Cthe_2742, WP_003514329.1, lonB	ATCC27405 (43218/3/1)	gene	ATP-dependent protease LonB
CTHE_RS14320	CTHE_RS14320, Cthe_2743, WP_003514331.1, tsaD	ATCC27405 (43218/3/1)	gene	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
CTHE_RS14325	CTHE_RS14325, Cthe_2744, WP_003514333.1	ATCC27405 (43218/3/1)	gene	lytic transglycosylase domain-containing protein
CTHE_RS14330	CTHE_RS14330, Cthe_2745, WP_003514336.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14335	CTHE_RS14335, Cthe_2746, WP_003514338.1	ATCC27405 (43218/3/1)	gene	DUF402 domain-containing protein
CTHE_RS14340	CTHE_RS14340, Cthe_2747, WP_003514339.1	ATCC27405 (43218/3/1)	gene	phosphatase
CTHE_RS01435	CTHE_RS01435, Cthe_0276, WP_003512427.1	ATCC27405 (43218/3/1)	gene	2-hydroxyacid dehydrogenase
CTHE_RS14345	CTHE_RS14345, Cthe_2748, WP_003514341.1	ATCC27405 (43218/3/1)	gene	SsrA-binding protein
CTHE_RS14350	CTHE_RS14350, Cthe_3409, WP_003514372.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14370	CTHE_RS14370, Cthe_2752, WP_020457907.1	ATCC27405 (43218/3/1)	gene	MBL fold metallo-hydrolase
CTHE_RS14375	CTHE_RS14375, Cthe_2753, WP_003514376.1	ATCC27405 (43218/3/1)	gene	DUF3006 domain-containing protein
CTHE_RS14380	CTHE_RS14380, Cthe_2754, WP_003514377.1	ATCC27405 (43218/3/1)	gene	MBL fold metallo-hydrolase
CTHE_RS14385	CTHE_RS14385, Cthe_2755, WP_020457908.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS01440	CTHE_RS01440, Cthe_0277, WP_041734449.1	ATCC27405 (43218/3/1)	gene	SAM-dependent methyltransferase
CTHE_RS14390	CTHE_RS14390, Cthe_2757, WP_080514928.1	ATCC27405 (43218/3/1)	gene	potassium/proton antiporter
CTHE_RS14395	CTHE_RS14395, Cthe_2759, WP_003514381.1	ATCC27405 (43218/3/1)	gene	AraC family transcriptional regulator
CTHE_RS14400	CTHE_RS14400, Cthe_2760, WP_020457910.1	ATCC27405 (43218/3/1)	gene	glycoside hydrolase
CTHE_RS14405	CTHE_RS14405, Cthe_2761, WP_020457911.1	ATCC27405 (43218/3/1)	gene	glycoside hydrolase
CTHE_RS14410	CTHE_RS14410, Cthe_2762, WP_003514384.1	ATCC27405 (43218/3/1)	gene	WYL domain-containing protein
CTHE_RS14415	CTHE_RS14415, Cthe_2763, WP_020457912.1	ATCC27405 (43218/3/1)	gene	WYL domain-containing protein
CTHE_RS14420	CTHE_RS14420, Cthe_2764, WP_020457913.1	ATCC27405 (43218/3/1)	gene	TROVE domain-containing protein
CTHE_RS14425	CTHE_RS14425, Cthe_2765, WP_003515337.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14430	CTHE_RS14430, Cthe_2766, WP_023062832.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS01445	CTHE_RS01445, Cthe_0278, WP_003512434.1	ATCC27405 (43218/3/1)	gene	RNA pseudouridine synthase
CTHE_RS14435	CTHE_RS14435, Cthe_2767, WP_020457915.1	ATCC27405 (43218/3/1)	gene	3' terminal RNA ribose 2'-O-methyltransferase Hen1
CTHE_RS14440	CTHE_RS14440, Cthe_2768, WP_020457916.1	ATCC27405 (43218/3/1)	gene	polynucleotide kinase-phosphatase
CTHE_RS14445	CTHE_RS14445, Cthe_2769, WP_003515331.1, ric	ATCC27405 (43218/3/1)	gene	iron-sulfur cluster repair di-iron protein
CTHE_RS14455	CTHE_RS14455	ATCC27405 (43218/3/1)	gene	FprA family A-type flavoprotein
CTHE_RS14465	CTHE_RS14465, WP_011838186.1	ATCC27405 (43218/3/1)	gene	IS3 family transposase
CTHE_RS14470	CTHE_RS14470, Cthe_2775, WP_003514399.1	ATCC27405 (43218/3/1)	gene	Crp/Fnr family transcriptional regulator
CTHE_RS14475	CTHE_RS14475, Cthe_2776, WP_003514400.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14480	CTHE_RS14480, Cthe_2777, WP_003515324.1	ATCC27405 (43218/3/1)	gene	nicotinamide riboside transporter PnuC
CTHE_RS01450	CTHE_RS01450, Cthe_0279, WP_003512436.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14485	CTHE_RS14485, Cthe_2778, WP_003515322.1	ATCC27405 (43218/3/1)	gene	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR
CTHE_RS14490	CTHE_RS14490, WP_003515320.1	ATCC27405 (43218/3/1)	gene	zinc ribbon domain-containing protein
CTHE_RS14495	CTHE_RS14495, WP_037295866.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14500	CTHE_RS14500, Cthe_2780, WP_003515317.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14505	CTHE_RS14505, Cthe_2781, WP_003514420.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS14510	CTHE_RS14510, Cthe_2782, WP_003515313.1	ATCC27405 (43218/3/1)	gene	N-acetylmuramoyl-L-alanine amidase
CTHE_RS17325	CTHE_RS17325, Cthe_2783, WP_003515312.1	ATCC27405 (43218/3/1)	gene	DUF2292 domain-containing protein
CTHE_RS14515	CTHE_RS14515, Cthe_2784, WP_003515310.1	ATCC27405 (43218/3/1)	gene	cobalamin-binding protein
CTHE_RS14520	CTHE_RS14520, Cthe_2785, WP_003515309.1	ATCC27405 (43218/3/1)	gene	MtaA/CmuA family methyltransferase
CTHE_RS14525	CTHE_RS14525, Cthe_2786, WP_020457919.1	ATCC27405 (43218/3/1)	gene	MtaA/CmuA family methyltransferase
CTHE_RS01455	CTHE_RS01455, Cthe_0280, WP_003512438.1	ATCC27405 (43218/3/1)	gene	spore coat protein
CTHE_RS14530	CTHE_RS14530, Cthe_2787, WP_020457920.1	ATCC27405 (43218/3/1)	gene	DUF4445 domain-containing protein
CTHE_RS14535	CTHE_RS14535, Cthe_2788, WP_020457921.1	ATCC27405 (43218/3/1)	gene	DUF1847 domain-containing protein
CTHE_RS14540	CTHE_RS14540, Cthe_2789, WP_003514435.1	ATCC27405 (43218/3/1)	gene	metal ABC transporter substrate-binding protein
CTHE_RS14545	CTHE_RS14545, Cthe_2790, WP_003514437.1	ATCC27405 (43218/3/1)	gene	ABC transporter ATP-binding protein
